"id";"timestamp";"raw_value";"category"
1;"2026-03-09 10:39:10";5.43;1
2;"2026-03-09 10:39:44";6.98;1
3;"2026-03-09 10:39:56";1.31;0
4;"2026-03-09 10:40:29";6.73;1
5;"2026-03-09 10:40:53";3.32;1
6;"2026-03-09 10:41:14";2.75;1
7;"2026-03-09 10:41:27";1.42;0
8;"2026-03-09 10:41:36";1.0;0
9;"2026-03-09 10:41:52";1.72;0
10;"2026-03-09 10:42:11";2.22;1
11;"2026-03-09 10:42:24";1.47;0
12;"2026-03-09 10:42:40";1.88;0
13;"2026-03-09 10:42:55";1.68;0
14;"2026-03-09 10:43:24";4.95;1
15;"2026-03-09 10:43:40";1.82;0
16;"2026-03-09 10:43:51";1.19;0
17;"2026-03-09 10:44:01";1.08;0
18;"2026-03-09 10:44:43";14.69;2
19;"2026-03-09 10:45:03";2.58;1
20;"2026-03-09 10:45:31";4.38;1
21;"2026-03-09 10:45:50";2.29;1
22;"2026-03-09 10:46:08";2.17;1
23;"2026-03-09 10:46:18";1.0;0
24;"2026-03-09 10:46:27";1.01;0
25;"2026-03-09 10:46:50";3.31;1
26;"2026-03-09 10:47:00";1.0;0
27;"2026-03-09 10:47:19";2.36;1
28;"2026-03-09 10:47:49";5.21;1
29;"2026-03-09 10:48:27";9.39;1
30;"2026-03-09 10:48:37";1.14;0
31;"2026-03-09 10:48:51";1.55;0
32;"2026-03-09 10:49:27";8.5;1
33;"2026-03-09 10:49:42";1.73;0
34;"2026-03-09 10:49:58";1.77;0
35;"2026-03-09 10:50:11";1.48;0
36;"2026-03-09 10:50:57";18.61;2
37;"2026-03-09 10:51:06";1.03;0
38;"2026-03-09 10:51:27";2.6;1
39;"2026-03-09 10:51:39";1.45;0
40;"2026-03-09 10:51:57";2.01;1
41;"2026-03-09 10:52:06";1.07;0
42;"2026-03-09 10:52:35";4.68;1
43;"2026-03-09 10:52:44";1.0;0
44;"2026-03-09 10:52:59";1.7;0
45;"2026-03-09 10:53:40";13.44;2
46;"2026-03-09 10:53:50";1.0;0
47;"2026-03-09 10:54:07";1.94;0
48;"2026-03-09 10:54:49";14.29;2
49;"2026-03-09 10:55:15";3.9;1
50;"2026-03-09 10:55:35";2.52;1
51;"2026-03-09 10:55:53";2.19;1
52;"2026-03-09 10:56:05";1.28;0
53;"2026-03-09 10:56:17";1.36;0
54;"2026-03-09 10:56:51";7.19;1
55;"2026-03-09 10:57:00";1.02;0
56;"2026-03-09 10:57:32";6.36;1
57;"2026-03-09 10:57:43";1.13;0
58;"2026-03-09 10:58:14";5.87;1
59;"2026-03-09 10:59:47";715.17;2
60;"2026-03-09 11:00:01";1.67;0
61;"2026-03-09 11:00:15";1.62;0
62;"2026-03-09 11:00:26";1.13;0
63;"2026-03-09 11:00:37";1.26;0
64;"2026-03-09 11:00:48";1.3;0
65;"2026-03-09 11:01:03";1.67;0
66;"2026-03-09 11:01:22";2.31;1
67;"2026-03-09 11:01:33";1.27;0
68;"2026-03-09 11:01:54";2.61;1
69;"2026-03-09 11:02:04";1.13;0
70;"2026-03-09 11:02:14";1.09;0
71;"2026-03-09 11:02:23";1.0;0
72;"2026-03-09 11:02:38";1.73;0
73;"2026-03-09 11:02:59";2.63;1
74;"2026-03-09 11:03:41";13.66;2
75;"2026-03-09 11:04:04";3.2;1
76;"2026-03-09 11:04:51";19.62;2
77;"2026-03-09 11:05:32";13.82;2
78;"2026-03-09 11:05:47";1.68;0
79;"2026-03-09 11:05:59";1.4;0
80;"2026-03-09 11:06:09";1.0;0
81;"2026-03-09 11:06:29";2.57;1
82;"2026-03-09 11:06:39";1.09;0
83;"2026-03-09 11:06:55";1.9;0
84;"2026-03-09 11:07:08";1.44;0
85;"2026-03-09 11:07:29";2.58;1
86;"2026-03-09 11:08:37";100.8;2
87;"2026-03-09 11:09:01";3.35;1
88;"2026-03-09 11:09:27";3.92;1
89;"2026-03-09 11:09:40";1.49;0
90;"2026-03-09 11:10:36";40.65;2
91;"2026-03-09 11:10:56";2.5;1
92;"2026-03-09 11:11:14";2.16;1
93;"2026-03-09 11:11:27";1.5;0
94;"2026-03-09 11:12:11";15.96;2
95;"2026-03-09 11:12:21";1.09;0
96;"2026-03-09 11:12:41";2.56;1
97;"2026-03-09 11:13:29";21.3;2
98;"2026-03-09 11:13:47";2.1;1
99;"2026-03-09 11:13:58";1.26;0
100;"2026-03-09 11:14:15";1.98;0
101;"2026-03-09 11:14:38";3.2;1
102;"2026-03-09 11:14:58";2.43;1
103;"2026-03-09 11:15:14";1.84;0
104;"2026-03-09 11:15:34";2.48;1
105;"2026-03-09 11:15:48";1.59;0
106;"2026-03-09 11:16:35";19.41;2
107;"2026-03-09 11:16:58";3.16;1
108;"2026-03-09 11:17:36";10.02;2
109;"2026-03-09 11:17:48";1.35;0
110;"2026-03-09 11:18:04";1.73;0
111;"2026-03-09 11:18:21";1.95;0
112;"2026-03-09 11:18:41";2.55;1
113;"2026-03-09 11:19:01";2.53;1
114;"2026-03-09 11:19:10";1.0;0
115;"2026-03-09 11:19:33";3.14;1
116;"2026-03-09 11:20:12";10.59;2
117;"2026-03-09 11:20:48";7.99;1
118;"2026-03-09 11:21:03";1.65;0
119;"2026-03-09 11:21:28";3.86;1
120;"2026-03-09 11:21:50";2.71;1
121;"2026-03-09 11:22:06";1.83;0
122;"2026-03-09 11:22:45";11.53;2
123;"2026-03-09 11:23:00";1.62;0
124;"2026-03-09 11:23:18";2.21;1
125;"2026-03-09 11:23:59";12.65;2
126;"2026-03-09 11:24:41";14.62;2
127;"2026-03-09 11:24:55";1.6;0
128;"2026-03-09 11:25:16";2.62;1
129;"2026-03-09 11:25:26";1.12;0
130;"2026-03-09 11:25:38";1.38;0
131;"2026-03-09 11:26:43";79.22;2
132;"2026-03-09 11:27:02";2.3;1
133;"2026-03-09 11:27:13";1.16;0
134;"2026-03-09 11:27:44";6.08;1
135;"2026-03-09 11:28:00";1.83;0
136;"2026-03-09 11:28:16";1.8;0
137;"2026-03-09 11:28:41";3.62;1
138;"2026-03-09 11:28:59";2.1;1
139;"2026-03-09 11:29:19";2.5;1
140;"2026-03-09 11:29:40";2.6;1
141;"2026-03-09 11:29:51";1.25;0
142;"2026-03-09 11:30:04";1.45;0
143;"2026-03-09 11:30:28";3.35;1
144;"2026-03-09 11:30:47";2.33;1
145;"2026-03-09 11:31:02";1.66;0
146;"2026-03-09 11:31:30";4.51;1
147;"2026-03-09 11:31:56";3.97;1
148;"2026-03-09 11:32:05";1.04;0
149;"2026-03-09 11:32:16";1.21;0
150;"2026-03-09 11:32:28";1.32;0
151;"2026-03-09 11:32:50";2.84;1
152;"2026-03-09 11:33:16";3.95;1
153;"2026-03-09 11:33:46";5.19;1
154;"2026-03-09 11:34:24";9.46;1
155;"2026-03-09 11:35:06";14.12;2
156;"2026-03-09 11:35:43";9.13;1
157;"2026-03-09 11:36:23";12.15;2
