"id";"timestamp";"raw_value";"category"
1;"2026-03-13 03:26:24";1.14;0
2;"2026-03-13 03:26:56";5.48;1
3;"2026-03-13 03:27:05";1.12;0
4;"2026-03-13 03:27:15";1.18;0
5;"2026-03-13 03:27:29";1.59;0
6;"2026-03-13 03:27:44";1.62;0
7;"2026-03-13 03:28:15";5.66;1
8;"2026-03-13 03:28:50";7.9;1
9;"2026-03-13 03:29:45";38.38;2
10;"2026-03-13 03:30:03";2.02;1
11;"2026-03-13 03:31:02";51.16;2
12;"2026-03-13 03:31:21";2.23;1
13;"2026-03-13 03:31:31";1.22;0
14;"2026-03-13 03:31:50";2.27;1
15;"2026-03-13 03:32:05";1.69;0
16;"2026-03-13 03:32:14";1.0;0
17;"2026-03-13 03:32:57";14.49;2
18;"2026-03-13 03:33:47";26.33;2
19;"2026-03-13 03:34:20";6.85;1
20;"2026-03-13 03:34:32";1.29;0
21;"2026-03-13 03:35:25";34.85;2
22;"2026-03-13 03:35:51";3.74;1
23;"2026-03-13 03:36:17";3.89;1
24;"2026-03-13 03:36:27";1.11;0
25;"2026-03-13 03:36:49";2.86;1
26;"2026-03-13 03:37:01";1.39;0
27;"2026-03-13 03:37:40";11.0;2
28;"2026-03-13 03:37:52";1.34;0
29;"2026-03-13 03:38:03";1.23;0
30;"2026-03-13 03:38:24";2.63;1
31;"2026-03-13 03:38:34";1.12;0
32;"2026-03-13 03:39:25";27.19;2
33;"2026-03-13 03:39:34";1.0;0
34;"2026-03-13 03:39:44";1.1;0
35;"2026-03-13 03:39:56";1.39;0
36;"2026-03-13 03:41:06";128.82;2
37;"2026-03-13 03:41:33";4.24;1
38;"2026-03-13 03:42:06";6.6;1
39;"2026-03-13 03:42:39";6.46;1
40;"2026-03-13 03:43:52";160.64;2
41;"2026-03-13 03:44:02";1.2;0
42;"2026-03-13 03:44:11";1.0;0
43;"2026-03-13 03:44:35";3.16;1
44;"2026-03-13 03:44:46";1.26;0
45;"2026-03-13 03:45:20";7.07;1
46;"2026-03-13 03:45:29";1.02;0
47;"2026-03-13 03:45:44";1.74;0
48;"2026-03-13 03:45:54";1.0;0
49;"2026-03-13 03:46:11";2.05;1
50;"2026-03-13 03:46:57";19.31;2
51;"2026-03-13 03:47:21";3.24;1
52;"2026-03-13 03:47:54";6.51;1
53;"2026-03-13 03:48:14";2.6;1
54;"2026-03-13 03:48:35";2.57;1
55;"2026-03-13 03:48:59";3.5;1
56;"2026-03-13 03:49:26";4.07;1
57;"2026-03-13 03:49:36";1.12;0
58;"2026-03-13 03:50:04";4.56;1
59;"2026-03-13 03:50:16";1.34;0
60;"2026-03-13 03:50:46";5.34;1
61;"2026-03-13 03:51:00";1.55;0
62;"2026-03-13 03:51:16";1.82;0
63;"2026-03-13 03:51:32";1.89;0
64;"2026-03-13 03:51:43";1.22;0
65;"2026-03-13 03:51:55";1.29;0
66;"2026-03-13 03:52:04";1.08;0
67;"2026-03-13 03:52:34";5.01;1
68;"2026-03-13 03:53:15";13.01;2
69;"2026-03-13 03:53:28";1.42;0
70;"2026-03-13 03:53:44";1.9;0
71;"2026-03-13 03:54:03";2.26;1
72;"2026-03-13 03:54:21";2.06;1
73;"2026-03-13 03:54:36";1.73;0
74;"2026-03-13 03:54:56";2.47;1
75;"2026-03-13 03:55:15";2.44;1
76;"2026-03-13 03:55:25";1.02;0
77;"2026-03-13 03:55:35";1.17;0
78;"2026-03-13 03:55:44";1.0;0
79;"2026-03-13 03:55:54";1.03;0
80;"2026-03-13 03:56:03";1.0;0
81;"2026-03-13 03:57:00";45.01;2
82;"2026-03-13 03:57:14";1.63;0
83;"2026-03-13 03:57:30";1.79;0
84;"2026-03-13 03:57:42";1.4;0
85;"2026-03-13 03:57:52";1.0;0
86;"2026-03-13 03:58:11";2.3;1
87;"2026-03-13 03:58:25";1.58;0
88;"2026-03-13 03:59:05";11.95;2
89;"2026-03-13 04:00:10";83.97;2
90;"2026-03-13 04:00:20";1.09;0
91;"2026-03-13 04:00:50";5.38;1
92;"2026-03-13 04:01:18";4.3;1
93;"2026-03-13 04:01:43";3.79;1
94;"2026-03-13 04:02:01";2.0;1
95;"2026-03-13 04:02:21";2.62;1
96;"2026-03-13 04:02:31";1.09;0
97;"2026-03-13 04:02:44";1.41;0
98;"2026-03-13 04:03:01";1.98;0
99;"2026-03-13 04:03:23";2.86;1
100;"2026-03-13 04:03:45";2.92;1
101;"2026-03-13 04:04:03";2.02;1
102;"2026-03-13 04:04:12";1.0;0
103;"2026-03-13 04:05:11";51.89;2
104;"2026-03-13 04:05:29";2.13;1
105;"2026-03-13 04:05:39";1.09;0
106;"2026-03-13 04:05:54";1.67;0
107;"2026-03-13 04:06:21";4.49;1
108;"2026-03-13 04:06:44";2.98;1
109;"2026-03-13 04:06:58";1.53;0
110;"2026-03-13 04:07:31";6.87;1
111;"2026-03-13 04:07:43";1.4;0
112;"2026-03-13 04:08:27";15.99;2
113;"2026-03-13 04:08:42";1.7;0
114;"2026-03-13 04:09:21";11.24;2
115;"2026-03-13 04:09:44";3.01;1
116;"2026-03-13 04:10:04";2.47;1
117;"2026-03-13 04:10:43";10.16;2
118;"2026-03-13 04:11:11";4.53;1
119;"2026-03-13 04:11:27";1.91;0
120;"2026-03-13 04:11:36";1.01;0
121;"2026-03-13 04:11:58";2.85;1
122;"2026-03-13 04:12:14";1.81;0
123;"2026-03-13 04:12:25";1.22;0
124;"2026-03-13 04:12:35";1.03;0
125;"2026-03-13 04:12:50";1.75;0
126;"2026-03-13 04:13:08";2.23;1
127;"2026-03-13 04:13:20";1.27;0
128;"2026-03-13 04:14:39";266.91;2
129;"2026-03-13 04:14:49";1.11;0
130;"2026-03-13 04:15:00";1.22;0
131;"2026-03-13 04:15:26";3.74;1
132;"2026-03-13 04:15:38";1.41;0
133;"2026-03-13 04:15:51";1.44;0
134;"2026-03-13 04:16:01";1.06;0
135;"2026-03-13 04:16:19";2.17;1
136;"2026-03-13 04:16:31";1.32;0
137;"2026-03-13 04:16:43";1.36;0
138;"2026-03-13 04:16:56";1.48;0
139;"2026-03-13 04:17:29";6.47;1
140;"2026-03-13 04:17:46";2.01;1
141;"2026-03-13 04:18:02";1.82;0
142;"2026-03-13 04:18:13";1.29;0
143;"2026-03-13 04:18:25";1.24;0
144;"2026-03-13 04:18:56";5.85;1
145;"2026-03-13 04:19:33";8.95;1
146;"2026-03-13 04:19:42";1.0;0
147;"2026-03-13 04:20:00";2.11;1
148;"2026-03-13 04:20:09";1.0;0
149;"2026-03-13 04:20:44";7.46;1
150;"2026-03-13 04:21:01";2.03;1
151;"2026-03-13 04:21:14";1.42;0
152;"2026-03-13 04:21:32";2.13;1
153;"2026-03-13 04:21:44";1.35;0
154;"2026-03-13 04:21:55";1.18;0
155;"2026-03-13 04:23:05";127.84;2
156;"2026-03-13 04:23:18";1.55;0
157;"2026-03-13 04:23:31";1.48;0
158;"2026-03-13 04:23:55";3.28;1
159;"2026-03-13 04:24:09";1.51;0
160;"2026-03-13 04:24:19";1.11;0
161;"2026-03-13 04:24:32";1.47;0
162;"2026-03-13 04:25:06";7.52;1
163;"2026-03-13 04:25:25";2.2;1
164;"2026-03-13 04:25:49";3.45;1
165;"2026-03-13 04:26:01";1.3;0
166;"2026-03-13 04:26:31";5.57;1
167;"2026-03-13 04:26:41";1.0;0
168;"2026-03-13 04:27:05";3.41;1
169;"2026-03-13 04:27:18";1.49;0
170;"2026-03-13 04:27:30";1.4;0
171;"2026-03-13 04:27:53";2.91;1
172;"2026-03-13 04:28:25";6.33;1
